slot_id,date,time_window,fdh_id,available
SLOT-FDH-003-11-16:00-19:00,2026-08-16,16:00-19:00,FDH-003,False
SLOT-FDH-003-12-09:00-12:00,2026-08-17,09:00-12:00,FDH-003,False
SLOT-FDH-003-12-13:00-16:00,2026-08-17,13:00-16:00,FDH-003,True
SLOT-FDH-003-12-16:00-19:00,2026-08-17,16:00-19:00,FDH-003,True
SLOT-FDH-003-13-09:00-12:00,2026-08-18,09:00-12:00,FDH-003,True
SLOT-FDH-003-13-13:00-16:00,2026-08-18,13:00-16:00,FDH-003,True
SLOT-FDH-003-13-16:00-19:00,2026-08-18,16:00-19:00,FDH-003,True
SLOT-FDH-004-0-09:00-12:00,2026-08-05,09:00-12:00,FDH-004,True
SLOT-FDH-004-0-13:00-16:00,2026-08-05,13:00-16:00,FDH-004,True
SLOT-FDH-004-0-16:00-19:00,2026-08-05,16:00-19:00,FDH-004,False
SLOT-FDH-004-1-09:00-12:00,2026-08-06,09:00-12:00,FDH-004,True
SLOT-FDH-004-1-13:00-16:00,2026-08-06,13:00-16:00,FDH-004,False
SLOT-FDH-004-1-16:00-19:00,2026-08-06,16:00-19:00,FDH-004,True
SLOT-FDH-004-2-09:00-12:00,2026-08-07,09:00-12:00,FDH-004,False
SLOT-FDH-004-2-13:00-16:00,2026-08-07,13:00-16:00,FDH-004,True
SLOT-FDH-004-2-16:00-19:00,2026-08-07,16:00-19:00,FDH-004,True
SLOT-FDH-004-3-09:00-12:00,2026-08-08,09:00-12:00,FDH-004,True
SLOT-FDH-004-3-13:00-16:00,2026-08-08,13:00-16:00,FDH-004,True
SLOT-FDH-004-3-16:00-19:00,2026-08-08,16:00-19:00,FDH-004,True
SLOT-FDH-004-4-09:00-12:00,2026-08-09,09:00-12:00,FDH-004,True
SLOT-FDH-004-4-13:00-16:00,2026-08-09,13:00-16:00,FDH-004,True
SLOT-FDH-004-4-16:00-19:00,2026-08-09,16:00-19:00,FDH-004,False
SLOT-FDH-004-5-09:00-12:00,2026-08-10,09:00-12:00,FDH-004,True
SLOT-FDH-004-5-13:00-16:00,2026-08-10,13:00-16:00,FDH-004,True
SLOT-FDH-004-5-16:00-19:00,2026-08-10,16:00-19:00,FDH-004,True
SLOT-FDH-004-6-09:00-12:00,2026-08-11,09:00-12:00,FDH-004,True
SLOT-FDH-004-6-13:00-16:00,2026-08-11,13:00-16:00,FDH-004,True
SLOT-FDH-004-6-16:00-19:00,2026-08-11,16:00-19:00,FDH-004,True
SLOT-FDH-004-7-09:00-12:00,2026-08-12,09:00-12:00,FDH-004,True
SLOT-FDH-004-7-13:00-16:00,2026-08-12,13:00-16:00,FDH-004,True
SLOT-FDH-004-7-16:00-19:00,2026-08-12,16:00-19:00,FDH-004,True
SLOT-FDH-004-8-09:00-12:00,2026-08-13,09:00-12:00,FDH-004,False
SLOT-FDH-004-8-13:00-16:00,2026-08-13,13:00-16:00,FDH-004,True
SLOT-FDH-004-8-16:00-19:00,2026-08-13,16:00-19:00,FDH-004,True
SLOT-FDH-004-9-09:00-12:00,2026-08-14,09:00-12:00,FDH-004,True
SLOT-FDH-004-9-13:00-16:00,2026-08-14,13:00-16:00,FDH-004,True
SLOT-FDH-004-9-16:00-19:00,2026-08-14,16:00-19:00,FDH-004,False
SLOT-FDH-004-10-09:00-12:00,2026-08-15,09:00-12:00,FDH-004,True
SLOT-FDH-004-10-13:00-16:00,2026-08-15,13:00-16:00,FDH-004,False
SLOT-FDH-004-10-16:00-19:00,2026-08-15,16:00-19:00,FDH-004,False
SLOT-FDH-004-11-09:00-12:00,2026-08-16,09:00-12:00,FDH-004,True
SLOT-FDH-004-11-13:00-16:00,2026-08-16,13:00-16:00,FDH-004,False
SLOT-FDH-004-11-16:00-19:00,2026-08-16,16:00-19:00,FDH-004,True
SLOT-FDH-004-12-09:00-12:00,2026-08-17,09:00-12:00,FDH-004,True
SLOT-FDH-004-12-13:00-16:00,2026-08-17,13:00-16:00,FDH-004,True
SLOT-FDH-004-12-16:00-19:00,2026-08-17,16:00-19:00,FDH-004,True
SLOT-FDH-004-13-09:00-12:00,2026-08-18,09:00-12:00,FDH-004,True
SLOT-FDH-004-13-13:00-16:00,2026-08-18,13:00-16:00,FDH-004,True
SLOT-FDH-004-13-16:00-19:00,2026-08-18,16:00-19:00,FDH-004,True
SLOT-FDH-005-0-09:00-12:00,2026-08-05,09:00-12:00,FDH-005,False
SLOT-FDH-005-0-13:00-16:00,2026-08-05,13:00-16:00,FDH-005,False
SLOT-FDH-005-0-16:00-19:00,2026-08-05,16:00-19:00,FDH-005,True
SLOT-FDH-005-1-09:00-12:00,2026-08-06,09:00-12:00,FDH-005,True
SLOT-FDH-005-1-13:00-16:00,2026-08-06,13:00-16:00,FDH-005,False
SLOT-FDH-005-1-16:00-19:00,2026-08-06,16:00-19:00,FDH-005,True
SLOT-FDH-005-2-09:00-12:00,2026-08-07,09:00-12:00,FDH-005,True
SLOT-FDH-005-2-13:00-16:00,2026-08-07,13:00-16:00,FDH-005,True
SLOT-FDH-005-2-16:00-19:00,2026-08-07,16:00-19:00,FDH-005,True
SLOT-FDH-005-3-09:00-12:00,2026-08-08,09:00-12:00,FDH-005,True
SLOT-FDH-005-3-13:00-16:00,2026-08-08,13:00-16:00,FDH-005,True
SLOT-FDH-005-3-16:00-19:00,2026-08-08,16:00-19:00,FDH-005,True
SLOT-FDH-005-4-09:00-12:00,2026-08-09,09:00-12:00,FDH-005,True
SLOT-FDH-005-4-13:00-16:00,2026-08-09,13:00-16:00,FDH-005,True
SLOT-FDH-005-4-16:00-19:00,2026-08-09,16:00-19:00,FDH-005,True
SLOT-FDH-005-5-09:00-12:00,2026-08-10,09:00-12:00,FDH-005,True
SLOT-FDH-005-5-13:00-16:00,2026-08-10,13:00-16:00,FDH-005,True
SLOT-FDH-005-5-16:00-19:00,2026-08-10,16:00-19:00,FDH-005,False
SLOT-FDH-005-6-09:00-12:00,2026-08-11,09:00-12:00,FDH-005,True
SLOT-FDH-005-6-13:00-16:00,2026-08-11,13:00-16:00,FDH-005,True
SLOT-FDH-005-6-16:00-19:00,2026-08-11,16:00-19:00,FDH-005,False
SLOT-FDH-005-7-09:00-12:00,2026-08-12,09:00-12:00,FDH-005,False
SLOT-FDH-005-7-13:00-16:00,2026-08-12,13:00-16:00,FDH-005,False
SLOT-FDH-005-7-16:00-19:00,2026-08-12,16:00-19:00,FDH-005,True
SLOT-FDH-005-8-09:00-12:00,2026-08-13,09:00-12:00,FDH-005,True
SLOT-FDH-005-8-13:00-16:00,2026-08-13,13:00-16:00,FDH-005,True
SLOT-FDH-005-8-16:00-19:00,2026-08-13,16:00-19:00,FDH-005,True
SLOT-FDH-005-9-09:00-12:00,2026-08-14,09:00-12:00,FDH-005,True
SLOT-FDH-005-9-13:00-16:00,2026-08-14,13:00-16:00,FDH-005,True
SLOT-FDH-005-9-16:00-19:00,2026-08-14,16:00-19:00,FDH-005,True
SLOT-FDH-005-10-09:00-12:00,2026-08-15,09:00-12:00,FDH-005,True
SLOT-FDH-005-10-13:00-16:00,2026-08-15,13:00-16:00,FDH-005,True
SLOT-FDH-005-10-16:00-19:00,2026-08-15,16:00-19:00,FDH-005,True
SLOT-FDH-005-11-09:00-12:00,2026-08-16,09:00-12:00,FDH-005,True
SLOT-FDH-005-11-13:00-16:00,2026-08-16,13:00-16:00,FDH-005,True
SLOT-FDH-005-11-16:00-19:00,2026-08-16,16:00-19:00,FDH-005,True
SLOT-FDH-005-12-09:00-12:00,2026-08-17,09:00-12:00,FDH-005,True
SLOT-FDH-005-12-13:00-16:00,2026-08-17,13:00-16:00,FDH-005,True
SLOT-FDH-005-12-16:00-19:00,2026-08-17,16:00-19:00,FDH-005,False
SLOT-FDH-005-13-09:00-12:00,2026-08-18,09:00-12:00,FDH-005,False
SLOT-FDH-005-13-13:00-16:00,2026-08-18,13:00-16:00,FDH-005,True
SLOT-FDH-005-13-16:00-19:00,2026-08-18,16:00-19:00,FDH-005,True
SLOT-FDH-006-0-09:00-12:00,2026-08-05,09:00-12:00,FDH-006,True
SLOT-FDH-006-0-13:00-16:00,2026-08-05,13:00-16:00,FDH-006,True
SLOT-FDH-006-0-16:00-19:00,2026-08-05,16:00-19:00,FDH-006,True
SLOT-FDH-006-1-09:00-12:00,2026-08-06,09:00-12:00,FDH-006,True
SLOT-FDH-006-1-13:00-16:00,2026-08-06,13:00-16:00,FDH-006,True
SLOT-FDH-006-1-16:00-19:00,2026-08-06,16:00-19:00,FDH-006,True
SLOT-FDH-006-2-09:00-12:00,2026-08-07,09:00-12:00,FDH-006,True
SLOT-FDH-006-2-13:00-16:00,2026-08-07,13:00-16:00,FDH-006,True
SLOT-FDH-006-2-16:00-19:00,2026-08-07,16:00-19:00,FDH-006,True
SLOT-FDH-006-3-09:00-12:00,2026-08-08,09:00-12:00,FDH-006,True
SLOT-FDH-006-3-13:00-16:00,2026-08-08,13:00-16:00,FDH-006,True
SLOT-FDH-006-3-16:00-19:00,2026-08-08,16:00-19:00,FDH-006,False
SLOT-FDH-006-4-09:00-12:00,2026-08-09,09:00-12:00,FDH-006,False
SLOT-FDH-006-4-13:00-16:00,2026-08-09,13:00-16:00,FDH-006,False
SLOT-FDH-006-4-16:00-19:00,2026-08-09,16:00-19:00,FDH-006,True
SLOT-FDH-006-5-09:00-12:00,2026-08-10,09:00-12:00,FDH-006,True
SLOT-FDH-006-5-13:00-16:00,2026-08-10,13:00-16:00,FDH-006,True
SLOT-FDH-006-5-16:00-19:00,2026-08-10,16:00-19:00,FDH-006,True
SLOT-FDH-006-6-09:00-12:00,2026-08-11,09:00-12:00,FDH-006,True
SLOT-FDH-006-6-13:00-16:00,2026-08-11,13:00-16:00,FDH-006,True
SLOT-FDH-006-6-16:00-19:00,2026-08-11,16:00-19:00,FDH-006,False
SLOT-FDH-006-7-09:00-12:00,2026-08-12,09:00-12:00,FDH-006,True
SLOT-FDH-006-7-13:00-16:00,2026-08-12,13:00-16:00,FDH-006,True
SLOT-FDH-006-7-16:00-19:00,2026-08-12,16:00-19:00,FDH-006,True
SLOT-FDH-006-8-09:00-12:00,2026-08-13,09:00-12:00,FDH-006,True
SLOT-FDH-006-8-13:00-16:00,2026-08-13,13:00-16:00,FDH-006,True
SLOT-FDH-006-8-16:00-19:00,2026-08-13,16:00-19:00,FDH-006,True
SLOT-FDH-006-9-09:00-12:00,2026-08-14,09:00-12:00,FDH-006,True
SLOT-FDH-006-9-13:00-16:00,2026-08-14,13:00-16:00,FDH-006,True
SLOT-FDH-006-9-16:00-19:00,2026-08-14,16:00-19:00,FDH-006,True
SLOT-FDH-006-10-09:00-12:00,2026-08-15,09:00-12:00,FDH-006,True
SLOT-FDH-006-10-13:00-16:00,2026-08-15,13:00-16:00,FDH-006,True
SLOT-FDH-006-10-16:00-19:00,2026-08-15,16:00-19:00,FDH-006,True
SLOT-FDH-006-11-09:00-12:00,2026-08-16,09:00-12:00,FDH-006,True
SLOT-FDH-006-11-13:00-16:00,2026-08-16,13:00-16:00,FDH-006,True
SLOT-FDH-006-11-16:00-19:00,2026-08-16,16:00-19:00,FDH-006,False
SLOT-FDH-006-12-09:00-12:00,2026-08-17,09:00-12:00,FDH-006,True
SLOT-FDH-006-12-13:00-16:00,2026-08-17,13:00-16:00,FDH-006,True
SLOT-FDH-006-12-16:00-19:00,2026-08-17,16:00-19:00,FDH-006,True
SLOT-FDH-006-13-09:00-12:00,2026-08-18,09:00-12:00,FDH-006,True
SLOT-FDH-006-13-13:00-16:00,2026-08-18,13:00-16:00,FDH-006,True
SLOT-FDH-006-13-16:00-19:00,2026-08-18,16:00-19:00,FDH-006,True
SLOT-FDH-007-0-09:00-12:00,2026-08-05,09:00-12:00,FDH-007,True
SLOT-FDH-007-0-13:00-16:00,2026-08-05,13:00-16:00,FDH-007,False
SLOT-FDH-007-0-16:00-19:00,2026-08-05,16:00-19:00,FDH-007,True
SLOT-FDH-007-1-09:00-12:00,2026-08-06,09:00-12:00,FDH-007,False
SLOT-FDH-007-1-13:00-16:00,2026-08-06,13:00-16:00,FDH-007,True
SLOT-FDH-007-1-16:00-19:00,2026-08-06,16:00-19:00,FDH-007,True
SLOT-FDH-007-2-09:00-12:00,2026-08-07,09:00-12:00,FDH-007,True
SLOT-FDH-007-2-13:00-16:00,2026-08-07,13:00-16:00,FDH-007,True
SLOT-FDH-007-2-16:00-19:00,2026-08-07,16:00-19:00,FDH-007,False
SLOT-FDH-007-3-09:00-12:00,2026-08-08,09:00-12:00,FDH-007,False
SLOT-FDH-007-3-13:00-16:00,2026-08-08,13:00-16:00,FDH-007,True
SLOT-FDH-007-3-16:00-19:00,2026-08-08,16:00-19:00,FDH-007,True
SLOT-FDH-007-4-09:00-12:00,2026-08-09,09:00-12:00,FDH-007,False
SLOT-FDH-007-4-13:00-16:00,2026-08-09,13:00-16:00,FDH-007,True
SLOT-FDH-007-4-16:00-19:00,2026-08-09,16:00-19:00,FDH-007,True
SLOT-FDH-007-5-09:00-12:00,2026-08-10,09:00-12:00,FDH-007,True
SLOT-FDH-007-5-13:00-16:00,2026-08-10,13:00-16:00,FDH-007,True
SLOT-FDH-007-5-16:00-19:00,2026-08-10,16:00-19:00,FDH-007,True
SLOT-FDH-007-6-09:00-12:00,2026-08-11,09:00-12:00,FDH-007,True
SLOT-FDH-007-6-13:00-16:00,2026-08-11,13:00-16:00,FDH-007,True
SLOT-FDH-007-6-16:00-19:00,2026-08-11,16:00-19:00,FDH-007,True
SLOT-FDH-007-7-09:00-12:00,2026-08-12,09:00-12:00,FDH-007,True
SLOT-FDH-007-7-13:00-16:00,2026-08-12,13:00-16:00,FDH-007,True
